timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2025-10-28T19:25:32.986,48213.785674,-7679.098270,10416.315248,-22725.666788,11821.770587,32260.205717,49584.037016,26773.902985
2025-10-28T19:25:32.991,50670.577666,-7782.899771,10472.328719,-22344.077807,11700.132394,30491.199254,48118.813112,25344.643038
2025-10-28T19:25:32.995,51980.747519,5483.709929,23077.974984,-8412.570764,24449.813300,37160.915096,50458.504314,31959.731216
2025-10-28T19:25:33.000,49734.732477,6099.411082,23492.108106,-8288.496231,25096.918654,39138.284521,51967.671748,33734.571485
2025-10-28T19:25:33.003,48135.733382,-5744.711249,12249.180645,-20770.492646,13746.836930,33377.368257,50089.901696,27871.530100
2025-10-28T19:25:33.007,50101.301086,-9263.993414,9021.454635,-24018.894019,10317.431130,29940.631085,48043.890064,24774.405333
2025-10-28T19:25:33.011,52027.105037,3298.983371,21006.035329,-10691.152297,22369.491740,35836.082499,49878.588304,30734.475641
2025-10-28T19:25:33.014,50217.686619,7357.769592,24713.988568,-6901.682246,26331.897239,39498.929918,51938.547425,34177.583060
2025-10-28T19:25:33.018,48120.131865,-3517.449321,14357.017202,-18499.734223,15910.374035,34586.441170,50568.653711,29080.804179
2025-10-28T19:25:33.022,49417.538871,-10143.288689,8187.891029,-25074.902186,9517.216327,29761.146577,48128.022030,24580.973337
2025-10-28T19:25:33.026,51785.683845,803.612268,18671.641489,-13315.537669,20011.181535,34437.198572,49341.453533,29426.049224
2025-10-28T19:25:33.030,50629.629270,8132.749275,25484.095572,-6038.591986,27109.603835,39600.965631,51847.151142,34357.156975
2025-10-28T19:25:33.035,48237.031488,-1227.803675,16519.190850,-16128.169433,18148.297745,35807.405210,51019.823673,30308.741964
2025-10-28T19:25:33.039,48861.315711,-10345.326107,7951.476628,-25373.677954,9364.553912,29975.164530,48349.594873,24708.110059
2025-10-28T19:25:33.042,51528.616432,-1809.708990,16199.784422,-16052.329964,17565.967746,33099.916053,48828.704516,28084.698687
2025-10-28T19:25:33.046,51088.421176,8262.411745,25662.976582,-5816.661515,27267.630669,39339.561980,51592.140090,34167.949458
2025-10-28T19:25:33.050,48553.465134,972.479698,18648.239213,-13824.822167,20309.465564,36911.313166,51372.958883,31454.827661
2025-10-28T19:25:33.054,48471.836564,-9911.009361,8352.824551,-25049.868232,9824.999848,30519.362452,48679.283104,25173.138103
2025-10-28T19:25:33.059,51166.071137,-4295.290028,13825.693885,-18730.046598,15164.116343,31864.937468,48411.598612,26860.493643
2025-10-28T19:25:33.063,51459.080155,7779.770527,25226.938752,-6245.904415,26785.458837,38760.517688,51233.014611,33636.447327
2025-10-28T19:25:33.067,48933.668308,3079.757462,20645.345228,-11624.628201,22332.097272,37878.741369,51650.545198,32456.699903
2025-10-28T19:25:33.070,48168.143412,-8793.869173,9416.029980,-23971.195396,10926.292649,31399.864721,49138.924377,25976.504502
2025-10-28T19:25:33.074,50694.181108,-6538.511102,11696.198487,-21145.733731,13054.446942,30878.867910,48140.851932,25868.031486
2025-10-28T19:25:33.079,51659.329433,6546.177750,24099.293244,-7493.288218,25622.430518,37830.059270,50766.913684,32791.596090
2025-10-28T19:25:33.084,49225.738552,4920.200100,22412.921180,-9681.412242,24115.967645,38643.998044,51835.125904,33302.467561
2025-10-28T19:25:33.089,47795.495128,-7106.938315,11005.239010,-22299.731946,12563.267358,32481.979726,49668.459555,27038.681750
2025-10-28T19:25:33.093,49939.206235,-8372.047051,9953.947062,-23154.037971,11329.316953,30151.475090,48011.368276,25135.073082
2025-10-28T19:25:33.097,51660.558779,4687.741958,22379.326508,-9389.833735,23871.171340,36627.937749,50241.580634,31653.646428
2025-10-28T19:25:33.100,49634.037868,6458.402450,23903.290797,-8011.803986,25632.824079,39188.486539,51923.571756,33939.715795
2025-10-28T19:25:33.103,47774.238619,-5064.055927,12947.829121,-20212.615456,14575.058469,33693.310165,50182.884953,28250.459224
2025-10-28T19:25:33.107,49512.734951,-9681.971035,8702.674055,-24624.603942,10110.118700,29760.811300,48020.465436,24717.698958
2025-10-28T19:25:33.110,51688.565515,2356.946749,20203.317130,-11794.412052,21689.730488,35282.474492,49692.800604,30422.489991
2025-10-28T19:25:33.114,50123.697534,7548.787600,24985.472856,-6806.150890,26723.052767,39491.017400,51913.021733,34360.062702
2025-10-28T19:25:33.119,47938.143961,-2862.073822,15068.182655,-17938.593678,16761.751981,34961.391683,50704.462910,29533.270542
2025-10-28T19:25:33.122,49075.467774,-10391.460108,8030.445341,-25471.310374,9519.518557,29755.379826,48189.645790,24648.833233
2025-10-28T19:25:33.125,51592.296552,-211.939241,17797.218895,-14492.982864,19282.335851,33910.792638,49180.230401,29073.159882
2025-10-28T19:25:33.130,50638.972299,8095.444214,25558.012790,-6149.300176,27315.821030,39477.494595,51788.298999,34416.165580
2025-10-28T19:25:33.135,48202.855671,-606.291068,17233.709065,-15590.341758,19014.025511,36154.572505,51176.062366,30763.287039
2025-10-28T19:25:33.139,48662.675758,-10427.066437,7990.815698,-25621.335282,9581.276426,30115.980520,48517.836454,24909.901608
2025-10-28T19:25:33.143,51374.791726,-2859.816296,15321.629086,-17280.558322,16855.204625,32648.656684,48754.563779,27762.610050
2025-10-28T19:25:33.146,51106.950773,7990.100442,25550.122625,-6156.609196,27346.085292,39160.680969,51528.057638,34114.260568
2025-10-28T19:25:33.149,48558.069594,1557.268388,19340.606849,-13302.841878,21257.179529,37276.563022,51545.044964,31896.811056
2025-10-28T19:25:33.153,48352.165324,-9761.140914,8656.785924,-25010.283293,10409.520317,30856.113834,48960.043366,25555.509395
