timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2025-10-28T19:20:11.323,11.720528,28.605632,49.005695,76.929726,102.844445,136.845052,299.009818,412.711676
2025-10-28T19:20:11.328,13.394933,33.581493,64.726808,98.157958,135.469391,140.148015,284.780162,327.100049
2025-10-28T19:20:11.332,15.428900,39.353312,71.226249,106.868674,120.410349,108.038859,96.749819,50.666029
2025-10-28T19:20:11.336,16.572475,44.609612,74.692351,79.220384,78.731796,52.031558,1.601985,7.553809
2025-10-28T19:20:11.340,18.147839,48.739858,64.027822,63.049395,35.609644,-23.003548,2.473402,-13.173200
2025-10-28T19:20:11.344,19.397499,46.974725,60.183838,38.860348,-3.558340,-48.640024,-5.116565,90.183039
2025-10-28T19:20:11.348,20.444667,45.126001,47.527478,15.291893,-24.928234,-2.953427,85.060793,159.044039
2025-10-28T19:20:11.352,21.908698,46.270094,31.188455,-14.060689,-22.185363,59.908909,134.634897,188.600637
2025-10-28T19:20:11.356,23.057096,40.748286,17.292889,-18.119627,24.329594,117.332431,149.294345,84.093697
2025-10-28T19:20:11.360,23.456184,36.232048,2.730831,-14.609235,60.800028,137.170194,95.170286,-49.013727
2025-10-28T19:20:11.364,24.169299,28.926788,-5.875489,5.767345,109.664973,125.604893,19.310294,10.335085
2025-10-28T19:20:11.368,23.752150,22.137348,-11.430183,33.229259,121.929391,68.620027,-42.005840,66.805757
2025-10-28T19:20:11.372,23.449802,14.597035,-11.599173,61.393211,117.743545,23.137438,-16.973034,182.032548
2025-10-28T19:20:11.376,24.570087,7.207127,-2.102788,84.412541,75.971977,-34.717888,74.580866,195.158348
2025-10-28T19:20:11.380,23.814783,1.290730,7.413605,104.836125,38.114269,-29.113870,170.412832,109.472961
2025-10-28T19:20:11.384,22.829218,-1.009031,23.935722,97.383365,3.100260,44.248344,180.758978,7.846730
2025-10-28T19:20:11.388,21.958063,-3.871943,39.761795,81.010287,-3.396916,99.059216,121.583325,-65.151939
2025-10-28T19:20:11.392,20.982774,-7.687087,55.460967,53.653439,-20.786968,145.279373,34.270228,51.349547
2025-10-28T19:20:11.396,19.413482,-8.376143,66.112649,26.118436,17.662135,138.661763,-22.585603,141.217821
2025-10-28T19:20:11.400,17.918598,-7.814597,67.013158,4.359182,62.801846,89.686883,-0.050404,230.463130
2025-10-28T19:20:11.404,17.099865,-5.204450,75.514785,-12.995395,104.258234,19.628248,59.745734,153.169945
2025-10-28T19:20:11.408,15.019498,2.411119,61.339821,-17.188530,107.776819,-39.013064,136.278718,13.360567
2025-10-28T19:20:11.412,13.498494,7.737384,52.655406,3.212496,114.199935,-19.268804,148.878552,-52.623663
2025-10-28T19:20:11.416,11.807563,14.650652,41.964862,17.944842,86.699357,24.492570,125.985729,28.725895
2025-10-28T19:20:11.420,10.000000,21.368256,26.134184,48.666493,33.584782,78.536623,48.301538,115.166535
2025-10-28T19:20:11.424,8.143863,29.110840,8.244175,71.116257,-3.438909,151.413065,-36.949040,168.757021
2025-10-28T19:20:11.428,6.338618,33.580924,-2.121659,85.567292,-11.474991,133.123295,13.083659,128.427981
2025-10-28T19:20:11.431,5.013140,40.577189,-5.676273,102.025102,-20.198026,121.100277,51.731105,52.388007
2025-10-28T19:20:11.436,3.428752,46.531898,-6.354142,84.535666,21.731575,51.777690,115.185335,-56.757062
2025-10-28T19:20:11.440,1.409409,45.214195,-5.700015,64.858754,61.514419,-20.517815,179.271146,-32.939819
2025-10-28T19:20:11.444,0.576354,49.263202,3.582759,38.827726,96.660228,-37.647832,137.231111,179.518723
2025-10-28T19:20:11.448,-0.396191,46.040940,13.580229,11.053655,126.398083,3.452902,58.682454,406.612501
2025-10-28T19:20:11.451,-1.495647,42.799099,29.030839,-3.931325,104.661797,59.863135,-18.270545,335.946577
2025-10-28T19:20:11.456,-2.506509,41.673487,43.244253,-12.983953,81.625840,112.530620,-35.262478,82.078824
2025-10-28T19:20:11.460,-3.514294,35.659641,60.877835,-7.348116,38.313464,120.811345,75.513829,16.185871
2025-10-28T19:20:11.464,-3.978153,29.981726,71.955008,6.667391,-10.457240,136.374734,268.582018,12.525974
2025-10-28T19:20:11.468,-3.627808,21.980281,69.616193,34.572278,-22.810489,67.573678,344.756269,64.385314
2025-10-28T19:20:11.471,-3.816606,15.505494,73.825558,59.915288,-17.545224,14.540041,156.706819,137.682791
2025-10-28T19:20:11.475,-4.393449,8.913354,60.254861,85.283762,17.262310,-20.940638,64.964514,182.194515
